,index,Тип объекта,Площадь участка,Площадь общая,Площадь жилая,Уровней в доме,Год постройки,Процент готовности,Материал стен,Материал крыши,Отопление,Канализация,Электроснабжение,Вода,Телефон,Условия продажи,Номер договора,Область,Район,Населенный пункт,Номер дома,Сельсовет,Координаты,Цена,Площадь кухни,Газ,Баня,Гараж,Статус земли,Сад,Хозпостройки,Возможен торг,Рядом лес,Водоем,Ландшафтный дизайн,Улица,Ширина застройки,Длина застройки,Теплица,Мебель,Направление,Ремонт,Камин,Строительные материалы,Район города,Беседка,Микрорайон,Новостройка,Бассейн,Элитный коттедж,Пруд на участке,Аукцион
0,3289189,['Дача'],"['10.38', 'соток']","['16.7', 'м²']","['12', 'м²']",['1'],['2000'],['100'],['Дерево'],['Шифер'],['Печное'],['Местная'],['Есть'],['Скважина'],['Есть'],"['Чистая', 'продажа']","['40/5', 'от', '22.03.2024']","['Гомельская', 'область']","['Гомельский', 'район']","['с/т', 'Родны', 'кут']",['40'],"['Бобовичский', 'с/с']","['52.330913,', '30.814533']",9 114 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3045903,['Дача'],"['7.55', 'соток']","['60.2', 'м²']","['43.1', 'м²']",['2'],['1991'],,"['Блок', 'газосиликатный']",,['Печное'],['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']",['7161'],"['Брестская', 'область']","['Брестский', 'район']","['Знаменский', 'с/с']",,"['Знаменский', 'с/с']","['52.010669,', '23.717579']",83 003 р.,"['7.2', 'м²']",['Рядом'],['Есть'],['Есть'],['Частная'],1.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,3292051,['Дача'],"['5', 'соток']","['80.8', 'м²']","['60', 'м²']",['3'],,['100'],"['Красный', 'кирпич']",['Шифер'],['Печное'],,['Есть'],,,"['Чистая', 'продажа']","['11/6', 'от', '25.03.2024']","['Минская', 'область']","['Молодечненский', 'район']","['с/т', 'АЛМАЗ-2002']",,"['Лебедевский', 'с/с']","['54.389141,', '26.682371']",41 990 р.,"['10', 'м²']",,,['Есть'],['Частная'],,,['Да'],1.0,1.0,,,,,,,,,,,,,,,,,,
0,2921238,['Дача'],"['4.3', 'сотки']","['29.6', 'м²']",,['1'],['1994'],,['Дерево'],['Шифер'],,,['Есть'],,,"['Чистая', 'продажа']","['3583/1', 'от', '06.12.2022']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Южное-2']",,,"['52.071528,', '23.786624']",56 963 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3152945,['Дача'],"['7', 'соток']","['10', 'м²']",,['1'],['1995'],,['Блочный'],,,,,,,,"['486/6', 'от', '25.07.2023']","['Гродненская', 'область']","['Гродненский', 'район']","['с/т', 'Колос-Жиличи']",,"['Коптёвский', 'с/с']","['53.620568,', '23.984891']",35 805 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3213546,['Дача'],"['10.12', 'соток']","['102', 'м²']",,['2'],,,['Кирпичный'],,['Печное'],['Местная'],,['Скважина'],,"['Чистая', 'продажа']","['№243/2', 'от', '15.12.2023']","['Могилевская', 'область']","['Бобруйский', 'район']","['д.', 'Богуславка']",,"['Горбацевичский', 'с/с']","['53.106238,', '28.907175']",29 295 р.,,,,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,3114867,['Дача'],"['5.7', 'соток']",,,,['1984'],,,,,,,,,,"['305/7', 'от', '16.08.2023']","['Гомельская', 'область']","['Речицкий', 'район']","['с/т', 'Нефтяник-Гадынь']",['20'],"['Борщёвский', 'с/с']","['52.35948,', '30.522615']",30 923 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3047687,['Дача'],"['25', 'соток']",,,,,,,,,,,,,"['Чистая', 'продажа']",,"['Витебская', 'область']","['Докшицкий', 'район']","['д.', 'Вешнее']",,"['Порплищенский', 'с/с']","['55.019553,', '27.560215']",3 255 р.,,,,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3135898,['Дача'],"['6', 'соток']","['187.9', 'м²']",,['1'],['2022'],,"['Блок', 'газосиликатный']",['Металло-черепица'],,['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['2818/1', 'от', '06.09.2023']","['Брестская', 'область']","['Брестский', 'район']","['д.', 'Каменица-Жировецкая']",,,"['52.066688,', '23.79465']",211 250 р.,,['Есть'],,,"['Пожизненноe', 'наследуемое', 'владение']",,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3297884,['Дача'],"['15', 'соток']",,,['1'],,,['Дерево'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Рядом'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Логойский', 'район']","['д.', 'Становище']",['20'],"['Околовский', 'с/с']","['54.502014,', '27.939852']",19 530 р.,,,,,['Частная'],1.0,1.0,['Да'],1.0,,1.0,"['Центральная', 'ул.']",,,,,,,,,,,,,,,,
0,3100666,['Дача'],"['4.23', 'сотки']","['57.8', 'м²']",,,,,['Кирпичный'],,['Печное'],,['Есть'],['Скважина'],,,"['232/2', 'от', '19.07.2023']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Чернинский', 'Родничок']",,"['Чернинский', 'с/с']","['52.146121,', '23.767554']",68 355 р.,,['Нет'],,,,,,,,,,,,,,,,,,,,,,,,,,
0,3288336,['Дача'],"['6', 'соток']",,,['2'],['1980'],['100'],['Кирпичный'],['Шифер'],['Печное'],['Нет'],['Есть'],['Холодная'],,"['Чистая', 'продажа']",,"['Гомельская', 'область']","['Гомельский', 'район']","['с/т', 'Энергетик']",,"['Улуковский', 'с/с']","['52.449694,', '31.080509']",50 778 р.,,,,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,2506477,['Дача'],"['5.88', 'соток']","['36', 'м²']","['24', 'м²']",['1'],['1987'],,['Сборно-щитовой'],['Шифер'],['Нет'],"['С/у', 'на', 'улице']",['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Гомельская', 'область']","['Гомельский', 'район']","['с/т', 'Журавинка']",,"['Грабовский', 'с/с']","['52.193781,', '31.115361']",12 044 р.,"['6', 'м²']",['Нет'],,,['Частная'],,,,1.0,,,,"['6', 'м']","['6', 'м']",1.0,,,,,,,,,,,,,
0,3284495,['Дача'],"['5.49', 'соток']","['41.5', 'м²']","['32.3', 'м²']",['1'],['2008'],,['Дерево'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['675/3', 'от', '18.03.2024']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Купалинка-Вязынка']",,,"['54.083803,', '27.175547']",51 755 р.,"['9.2', 'м²']",['Нет'],,,['Частная'],,1.0,,1.0,,1.0,,,,1.0,['Есть'],"['Молодечненское,', '28', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3289806,['Дача'],"['4.62', 'соток']","['53.9', 'м²']","['29.8', 'м²']",['2'],['1987'],['100'],['Дерево'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['30/1', 'от', '25.03.2024']","['Минская', 'область']","['Воложинский', 'район']","['с/т', 'Криница-здоровье']",['93'],"['Раковский', 'с/с']","['54.080502,', '27.149701']",28 970 р.,"['5.7', 'м²']",['Нет'],,,['Частная'],1.0,1.0,,1.0,1.0,,,,,1.0,['Есть'],,"['Отделка', 'деревом']",,,,,,,,,,
0,3288870,['Дача'],"['4.3', 'сотки']","['52', 'м²']",,['2'],,,,,['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Сутоки']",,"['Усяжский', 'с/с']","['54.194446,', '28.090934']",31 899 р.,,['Рядом'],['Есть'],['Есть'],['Частная'],1.0,1.0,['Да'],1.0,1.0,1.0,,,,,['Есть'],"['Московское,', '49', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",['Да'],,,,,,,,,
0,3266881,['Дача'],"['4.66', 'соток']","['41.2', 'м²']",,['1'],,,['Дерево'],,['Печное'],['Местная'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['44/4', 'от', '28.02.2024']","['Минская', 'область']","['Минский', 'район']","['д.', 'Дубовый', 'Лес']",,"['Михановичский', 'с/с']","['53.690195,', '27.703388']",48 174 р.,,['Нет'],,,['Частная'],,1.0,,,,,,,,,['Есть'],"['Пуховичское,', '16.5', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3165892,['Дача'],"['10', 'соток']","['110', 'м²']",,['2'],,,"['Белый', 'кирпич']",,['Электрическое'],['Местная'],['220В'],['Скважина'],,"['Чистая', 'продажа']",,"['Гродненская', 'область']","['Гродненский', 'район']","['г.', 'Гродно']",,,"['53.625429,', '23.723199']",159 495 р.,,,,,['Частная'],,1.0,,1.0,1.0,1.0,"['Суворова', 'ул.']","['10', 'м']","['10', 'м']",1.0,,,"['Не', 'достроен']",,1.0,"['Октябрьский', 'район']",,,,,,,
0,3093553,['Дача'],"['5.95', 'соток']","['71.4', 'м²']",,,['1993'],['100'],['Сруб'],['Шифер'],,,['220В'],['Горячая'],,"['Чистая', 'продажа']","['1275/1', 'от', '18.07.2023']","['Минская', 'область']","['Минский', 'район']","['д.', 'Узборье']",,,"['54.0388,', '27.7285']",179 025 р.,,['Есть'],,,['Частная'],,,,,,,,,,,,"['Логойское,', '15', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3059162,['Дача'],"['12.01', 'соток']","['69.9', 'м²']","['46', 'м²']",['2'],['2004'],,['Сруб'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,,"['1091/1', 'от', '08.06.2023']","['Минская', 'область']","['Пуховичский', 'район']","['с/т', 'Труд', 'МЗАЛ']",,"['Блужский', 'с/с']","['53.420194,', '28.214772']",48 825 р.,"['5.7', 'м²']",,,,['Частная'],,,,,,,,"['6.68', 'м']","['6.02', 'м']",,,,,,,,,,,,,,
0,3291368,['Дача'],"['6.6', 'соток']","['69', 'м²']","['50', 'м²']",['2'],['2010'],['100'],['Сруб'],['Шифер'],['Электрическое'],['Местная'],['220В'],['Скважина'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Реченька']",,"['Драчковский', 'с/с']","['53.91374,', '27.92817']",90 164 р.,,['Рядом'],['Есть'],,['Частная'],1.0,1.0,,1.0,1.0,1.0,,"['8', 'м']","['10', 'м']",,['Есть'],"['Московское,', '25', 'км', 'от', 'МКАД']",,['Да'],,,1.0,,,,,,
0,3030504,['Дача'],"['10', 'соток']","['83', 'м²']","['36', 'м²']",['2'],['2015'],['100'],"['Каркасный', 'деревянный']",['Металло-черепица'],['Печное'],['Местная'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']",['124/3'],"['Минская', 'область']","['Пуховичский', 'район']","['с/т', 'Журавинка']",,"['Блужский', 'с/с']","['53.38401,', '28.299647']",56 963 р.,"['10', 'м²']",,['Есть'],,['Частная'],,1.0,['Да'],1.0,,1.0,,,,,,,,,,,,,,,,,
0,3271055,['Дача'],"['4.5', 'соток']","['54.3', 'м²']",,['2'],['1968'],,"['Дерево,', 'обложено', 'кирпичом']",['Ондулин'],['Печное'],['Местная'],['380В'],['Сезонная'],,"['Чистая', 'продажа']","['67/4', 'от', '01.02.2024']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Заподгорье']",['177'],"['Ждановичский', 'с/с']","['53.938321,', '27.284452']",120 435 р.,,,,,['Частная'],,,['Да'],1.0,1.0,1.0,,,,,['Есть'],"['Раковское,', '11', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",['Да'],,,,,,,,,
0,3105027,['Дача'],"['5.42', 'соток']","['68.1', 'м²']",,['2'],['1992'],,['Сруб'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']",['172/1'],"['Минская', 'область']","['Минский', 'район']","['с/т', 'Лукоморье']",,"['Петришковский', 'с/с']","['54.115977,', '27.23276']",32 225 р.,,,,,['Частная'],1.0,1.0,['Да'],1.0,,1.0,,,,,['Есть'],"['Молодечненское,', '33', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",,1.0,,,,,,,,
0,2626171,['Дача'],"['8.3', 'соток']",,,,['2017'],['100'],['Блочный'],,,['Местная'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['202/7', 'от', '24.02.2024']","['Минская', 'область']","['Логойский', 'район']","['с/т', 'ЛЕСНОЕ-90']",,"['Беларучский', 'с/с']","['54.13869,', '27.575553']",52 080 р.,,['Рядом'],,,['Частная'],1.0,,,1.0,1.0,1.0,,,,,,"['Мядельское,', '23', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3273825,['Дача'],"['9.29', 'соток']","['62', 'м²']","['51', 'м²']",['2'],['1999'],['100'],['Кирпичный'],['Шифер'],['Печное'],['Местная'],['Есть'],['Горячая'],,"['Чистая', 'продажа']","['455/2', 'от', '06.03.2024']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Родник-2009']",,"['Горанский', 'с/с']","['53.944553,', '27.08744']",162 425 р.,,['Рядом'],,,['Частная'],,,,,,,,,,,,"['Раковское,', '25', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3084098,['Дача'],"['11.19', 'соток']","['50', 'м²']","['26.2', 'м²']",['1'],['2016'],['100'],"['Брус', 'профилированный']",['Металло-черепица'],['Электрическое'],['Есть'],['Есть'],['Сезонная'],['Есть'],"['Чистая', 'продажа']","['426/2', 'от', '10.07.2023']","['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Алеся']",,"['Драчковский', 'с/с']","['53.858166,', '27.920574']",118 808 р.,"['10.3', 'м²']",['Рядом'],['Есть'],,['Частная'],1.0,1.0,,1.0,1.0,1.0,,,,1.0,['Есть'],"['Могилёвское,', '19', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",,,,1.0,,,,,,
0,2970990,['Дача'],"['6.94', 'соток']","['150', 'м²']","['84', 'м²']",['2'],['2010'],,"['Блок', 'газосиликатный']",,"['На', 'газу']",['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']",['6953'],"['Брестская', 'область']","['Брестский', 'район']","['Мухавецкий', 'с/с']",,"['Мухавецкий', 'с/с']","['52.079529,', '23.79213']",234 035 р.,"['13.4', 'м²']",['Есть'],,,['Частная'],,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,
0,2948311,['Дача'],"['10', 'соток']","['107.1', 'м²']",,['2'],['1994'],,['Блочный'],['Металл'],"['Паровое', 'на', 'твёрдом', 'топливе']","['С/у', 'на', 'улице']",['Есть'],['Скважина'],,"['Чистая', 'продажа']","['15/2/2023', 'от', '13.01.2023']","['Гродненская', 'область']","['Гродненский', 'район']","['с/т', 'Ветерок']",,"['Коптёвский', 'с/с']","['53.617399,', '23.994774']",,,['Нет'],['Есть'],['Есть'],['Частная'],1.0,1.0,['Да'],1.0,1.0,,,,,,,,,,,,1.0,,,,,,
0,3243706,['Дача'],"['4.98', 'соток']","['63.1', 'м²']","['42.8', 'м²']",['3'],['2004'],['100'],['Дерево'],['Шифер'],['Электрическое'],,['380В'],"['Центральный', 'водопровод']",,"['Чистая', 'продажа']","['12/2', 'от', '01.02.2024']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Березовая', 'роща-1']",,"['Боровлянский', 'с/с']","['54.034923,', '27.634271']",97 325 р.,"['7.4', 'м²']",['Есть'],,['Есть'],['Частная'],1.0,1.0,['Да'],1.0,1.0,1.0,,"['20.5', 'м']","['24.5', 'м']",,['Есть'],"['Логойское,', '12', 'км', 'от', 'МКАД']",,,,,1.0,,,,,,
0,3044439,['Дача'],"['5.2', 'соток']",,,['1'],,,['Сборно-щитовой'],['Шифер'],,['Нет'],['Рядом'],['Сезонная'],,"['Чистая', 'продажа']",['38/2'],"['Минская', 'область']","['Молодечненский', 'район']","['с/т', 'ВЕСНЯНКА-2004']",,"['Красненский', 'с/с']","['54.172146,', '27.070291']",9 440 р.,,,,,['Другое'],1.0,1.0,['Да'],1.0,,,,,,,,"['Молодечненское,', '47', 'км', 'от', 'МКАД']","['Не', 'достроен,', 'отделка', 'деревом']",,1.0,,,,,,,,
0,3286217,['Дача'],"['10', 'соток']","['22.7', 'м²']",,['2'],['2002'],['100'],['Сборно-щитовой'],"['Мягкая', 'черепица']",,"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,,"['273/1', 'от', '19.03.2024']","['Минская', 'область']","['Дзержинский', 'район']","['с/т', 'УЗВЫШША']",,"['Путчинский', 'с/с']","['53.839506,', '27.118333']",27 668 р.,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,"['Раковское,', '26', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3107025,['Дача'],"['4.95', 'соток']","['36.7', 'м²']",,['1'],['1996'],,"['Блок', 'газосиликатный']",['Шифер'],['Печное'],,['Есть'],,,"['Чистая', 'продажа']","['2396/1', 'от', '02.08.2023']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Сябры', 'РУП', 'Белтелекома']",,,"['52.071528,', '23.786624']",67 704 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3298252,['Дача'],"['4.3', 'сотки']","['23', 'м²']",,['1'],['2012'],,"['Каркасный', 'деревянный']",['Шифер'],,,,['Сезонная'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Молодечненский', 'район']","['аг.', 'Олехновичи']",,"['Олехновичский', 'с/с']","['54.149499,', '27.083163']",16 275 р.,,,,,['Частная'],,,,,,,,"['5.3', 'м']","['5.5', 'м']",,,"['Молодечненское,', '31.6', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3084165,['Дача'],"['5.08', 'соток']","['23.9', 'м²']",,['1'],,,"['Блок', 'газосиликатный']",['Шифер'],"['На', 'газу']",['Местная'],['Есть'],['Скважина'],,['Обмен'],"['2069/1', 'от', '06.07.2023']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Восход']",,,"['52.072109,', '23.804563']",61 845 р.,,['Есть'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3113274,['Дача'],"['5', 'соток']","['39', 'м²']","['32', 'м²']",['2'],['1986'],,"['Блок', 'газосиликатный']",['Шифер'],['Печное'],,['Есть'],['Колодец'],,,"['137/1', 'от', '14.08.2023']","['Витебская', 'область']","['Витебский', 'район']","['г.', 'Витебск']",,,"['55.23295,', '30.184285']",40 688 р.,,['Нет'],,['Есть'],"['Пожизненноe', 'наследуемое', 'владение']",,,,,,,"['Лиричная', '2-я', 'ул.']",,,,,,,,,"['Октябрьский', 'район']",,['Улановичи'],,,,,
0,3281262,['Дача'],"['6', 'соток']","['80.2', 'м²']","['60.7', 'м²']",['2'],['2012'],['100'],['Сруб'],['Шифер'],,,['220В'],['Холодная'],['Есть'],"['Чистая', 'продажа']","['148/6', 'от', '14.03.2024']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Родничок-Ягодка']",,,"['54.0821,', '27.2283']",87 885 р.,,['Нет'],,,['Частная'],,,,,,,,,,,,"['Молодечненское,', '29.6', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3242055,['Дача'],"['10.5', 'соток']","['69.3', 'м²']","['60', 'м²']",['2'],['2022'],['100'],"['Облицовочный', 'кирпич']",['Металло-черепица'],['Электрическое'],['Местная'],['380В'],['Скважина'],,"['Чистая', 'продажа']",,"['Гомельская', 'область']","['Гомельский', 'район']","['с/т', 'Глушец-2']",['146'],"['Бобовичский', 'с/с']","['52.263701,', '30.858192']",136 710 р.,"['9.3', 'м²']",['Нет'],,,['Частная'],,,['Да'],1.0,1.0,1.0,,"['8.15', 'м']","['8.15', 'м']",,,,"['Евроотделка,', 'отделка', 'деревом']",,,,,,['Да'],,,,
0,3024596,['Дача'],"['6.1', 'соток']","['56.3', 'м²']",,['2'],['1994'],['100'],['Керамзитбетон'],['Металло-черепица'],,,['220В'],['Горячая'],,"['Чистая', 'продажа']","['673/1', 'от', '24.04.2023']","['Минская', 'область']","['Минский', 'район']","['д.', 'Дубровка']",,,"['53.9641,', '27.8803']",130 200 р.,,['Рядом'],,,['Частная'],,,,,,,,,,,,"['Московское,', '18', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3294112,['Дача'],"['5.07', 'соток']","['55', 'м²']",,['1'],,,['Кирпичный'],,['Печное'],,['Есть'],,,,"['76/4', 'от', '27.03.2024']","['Витебская', 'область']","['Витебский', 'район']","['аг.', 'Ольгово']",,"['Бабиничский', 'с/с']","['55.227663,', '30.214062']",34 178 р.,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
0,3221091,['Дача'],"['6.24', 'соток']","['40.3', 'м²']",,['1'],['1990'],['100'],['Каркасно-засыпной'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Колодец'],,"['Чистая', 'продажа']","['70/6', 'от', '28.12.2023']","['Брестская', 'область']","['Кобринский', 'район']","['Залесский', 'с/с']",,"['Залесский', 'с/с']","['52.199861,', '24.487814']",38 735 р.,,,['Есть'],,['Частная'],1.0,1.0,['Да'],1.0,1.0,1.0,,,,,,,"['Отделка', 'деревом']",,,,,,,,,,
0,3189845,['Дача'],"['9', 'соток']",,,,['2000'],,"['Брус', 'оцилиндрованный']",['Шифер'],['Нет'],['Нет'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']",,"['Могилевская', 'область']","['Шкловский', 'район']","['Станция', 'Рыжковичи']",['20'],"['Рыжковичский', 'с/с']","['54.159689,', '30.282399']",10 091 р.,,['Нет'],,,['Частная'],1.0,1.0,,1.0,,1.0,,,,,['Есть'],,"['Отделка', 'деревом']",,1.0,,,,,,,,
0,3167784,['Дача'],"['5.94', 'соток']","['39.2', 'м²']",,['1'],['1983'],,['Кирпичный'],['Шифер'],['Печное'],['Местная'],,['Скважина'],,"['Чистая', 'продажа']",['630980'],"['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Солнечное']",,"['Знаменский', 'с/с']","['52.00155,', '23.719817']",68 355 р.,,,,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,3158933,['Дача'],"['14', 'соток']",,,,,,,,,,['Есть'],,,"['Чистая', 'продажа']","['489/1', 'от', '14.08.2023']","['Минская', 'область']","['Молодечненский', 'район']","['с/т', 'ПОЛЯНЫ']",,"['Олехновичский', 'с/с']","['54.159738,', '27.071692']",35 480 р.,,,,,['Частная'],1.0,,,1.0,1.0,1.0,,,,,,"['Молодечненское,', '45', 'км', 'от', 'МКАД']",,,,,1.0,,,,,,
0,3128607,['Дача'],"['10', 'соток']","['150', 'м²']","['95', 'м²']",['2'],['2020'],['80'],"['Блок', 'газосиликатный']",['Металло-черепица'],['Нет'],['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['1822/3', 'от', '18.08.2023']","['Минская', 'область']","['Дзержинский', 'район']","['с/т', 'АНТОСИНО']",,,"['53.720949,', '27.293016']",143 220 р.,"['20', 'м²']",['Нет'],,,['Частная'],,1.0,,,,1.0,,,,,,"['Брестское,', '23', 'км', 'от', 'МКАД']","['Не', 'достроен']",,1.0,,,,,,,,
0,2863261,['Дача'],"['10.21', 'соток']","['130', 'м²']",,['1'],['2022'],,"['Блок', 'газосиликатный']",,,['Нет'],['Есть'],,,"['Чистая', 'продажа']",['6572'],"['Брестская', 'область']","['Жабинковский', 'район']","['Ракитницкий', 'с/с']",,"['Ракитницкий', 'с/с']","['52.144396,', '24.007174']",216 458 р.,,['Есть'],,,['Частная'],,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
0,3258642,['Дача'],"['11.54', 'соток']","['87', 'м²']","['77', 'м²']",,['1996'],['100'],['Дерево'],,,,['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['37/1-24', 'от', '19.02.2024']","['Минская', 'область']","['Пуховичский', 'район']","['с/т', 'Заря']",,"['Голоцкий', 'с/с']","['53.707038,', '27.807297']",49 802 р.,"['10', 'м²']",,,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3277004,['Дача'],"['6', 'соток']","['143.6', 'м²']",,['2'],['2016'],,['Блочный'],"['Мягкая', 'черепица']","['На', 'газу']",['Местная'],['220В'],['Колодец'],,"['Чистая', 'продажа']",,"['Гродненская', 'область']","['Гродненский', 'район']","['с/т', 'Гостинец']",['117'],"['Подлабенский', 'с/с']","['53.648963,', '23.738101']",292 950 р.,"['14.4', 'м²']",['Есть'],['Есть'],,['Частная'],,1.0,,1.0,1.0,1.0,,"['143.6', 'м']",,,['Есть'],,,,,,,,,,,,
0,3254504,['Дача'],"['6.4', 'соток']","['80.7', 'м²']","['61.8', 'м²']",['2'],['1991'],['100'],['Сборно-щитовой'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Скважина'],,"['Чистая', 'продажа']","['111/1', 'от', '13.02.2024']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Зенитчик']",,"['Юзуфовский', 'с/с']","['54.147852,', '27.551429']",39 060 р.,"['18.9', 'м²']",['Есть'],,,['Частная'],,,,,,,,,,,,"['Мядельское,', '24', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3297939,['Дача'],"['6', 'соток']","['48', 'м²']","['48', 'м²']",,['2021'],['100'],,['Металло-черепица'],['Электрическое'],"['С/у', 'на', 'улице']",['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Узденский', 'район']","['с/т', 'Солнечное-2010']",['96'],"['Дещенский', 'с/с']","['53.501077,', '27.49488']",97 650 р.,,,,,['Частная'],1.0,1.0,,1.0,,,,"['6', 'м']","['8', 'м']",,['Есть'],"['Слуцкое,', '41', 'км', 'от', 'МКАД']",,['Да'],,,1.0,,,1.0,,,
0,3040267,['Дача'],"['6', 'соток']","['62.1', 'м²']","['54', 'м²']",['2'],['2007'],['100'],['Кирпичный'],['Шифер'],['Печное'],['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['286/24', 'от', '17.05.2023']","['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Атлант-2']",,"['Заболотский', 'с/с']","['53.959543,', '27.897307']",71 285 р.,"['8', 'м²']",['Рядом'],['Есть'],,"['Пожизненноe', 'наследуемое', 'владение']",,1.0,,1.0,1.0,,,"['6', 'м']","['7', 'м']",,,"['Московское,', '30', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3283974,['Дача'],"['6', 'соток']","['12.3', 'м²']","['7.8', 'м²']",['1'],['1989'],,['Кирпичный'],,,,,,,,"['128/10', 'от', '16.03.2024']","['Витебская', 'область']","['Витебский', 'район']","['г.', 'Витебск']",,,"['55.222438,', '30.270041']",11 393 р.,"['4.5', 'м²']",,,,,,,,,,,"['6-й', 'Каменный', 'проезд']",,,,,,,,,"['Октябрьский', 'район']",,['Себяхи'],,,,,
0,3114890,['Дача'],"['3.96', 'сотки']","['61.75', 'м²']","['38', 'м²']",['2'],['1997'],,"['Дерево,', 'обложено', 'кирпичом']",['Шифер'],['Печное'],['Местная'],['Есть'],['Сезонная'],,,"['18/2', 'от', '15.08.2023']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Подгорье']",['9'],"['Ждановичский', 'с/с']","['53.932685,', '27.293199']",65 100 р.,"['13.75', 'м²']",,,,['Частная'],,1.0,['Да'],1.0,,1.0,,,,,,"['Раковское,', '9', 'км', 'от', 'МКАД']",,,,,,,,,,,
