,index,Тип объекта,Площадь участка,Площадь общая,Площадь жилая,Уровней в доме,Год постройки,Процент готовности,Материал стен,Материал крыши,Отопление,Канализация,Электроснабжение,Вода,Телефон,Условия продажи,Номер договора,Область,Район,Населенный пункт,Номер дома,Сельсовет,Координаты,Цена,Площадь кухни,Газ,Баня,Гараж,Статус земли,Сад,Хозпостройки,Возможен торг,Рядом лес,Водоем,Ландшафтный дизайн,Улица,Ширина застройки,Длина застройки,Теплица,Мебель,Направление,Ремонт,Камин,Строительные материалы,Район города,Беседка,Микрорайон,Новостройка,Бассейн,Элитный коттедж,Пруд на участке,Аукцион
0,3294132,['Дача'],"['5', 'соток']","['32', 'м²']",,['1'],['1990'],['100'],"['Дерево,', 'обложено', 'кирпичом']",['Шифер'],,,['220В'],['Рядом'],,"['Чистая', 'продажа']","['46/7', 'от', '29.03.2024']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Аист']",,,"['54.0697,', '27.2744']",53 708 р.,,['Нет'],,,['Частная'],,,,,,,,,,,,"['Молодечненское,', '20', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,2877659,['Дача'],"['5', 'соток']","['108', 'м²']","['62.7', 'м²']",['2'],['1991'],['100'],"['Брус', 'оцилиндрованный']",['Металло-черепица'],['Печное'],['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['2337/3', 'от', '11.10.2022']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Оптик-Узборье']",,"['Острошицко-Городокский', 'с/с']","['54.034763,', '27.72204']",,"['5.1', 'м²']",['Рядом'],['Есть'],,['Частная'],1.0,1.0,,1.0,1.0,1.0,,,,1.0,,"['Логойское,', '15', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",,,,1.0,,,,,,
0,3011870,['Дача'],"['25', 'соток']","['52.5', 'м²']","['20.2', 'м²']",['1'],,,['Дерево'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Нет'],,"['Чистая', 'продажа']",,"['Витебская', 'область']","['Витебский', 'район']","['д.', 'Грушевская']",['3'],"['Зароновский', 'с/с']","['55.318275,', '29.91857']",9 765 р.,"['12.6', 'м²']",['Нет'],,,['Частная'],1.0,,['Да'],1.0,,,"['Лесная', 'ул.']",,,,,,,,,,,,,,,1.0,
0,3180612,['Дача'],"['5.6', 'соток']","['64.7', 'м²']","['17.2', 'м²']",['1'],['1986'],,['Кирпичный'],['Шифер'],,,['220В'],['Сезонная'],,"['Чистая', 'продажа']","['1732/1', 'от', '30.10.2023']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Ромашка', 'Соломореченская']",,"['Папернянский', 'с/с']","['54.06109,', '27.444304']",133 455 р.,,,,['Есть'],['Частная'],,,['Да'],1.0,,,,"['6.38', 'м']","['8.5', 'м']",,,"['Мядельское,', '18', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3027213,['Дача'],"['8.8', 'соток']","['41.6', 'м²']",,['1'],['1989'],,['Блочный'],['Шифер'],['Печное'],,['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Гомельская', 'область']","['Гомельский', 'район']","['Улуковский', 'с/с']",['61'],"['Улуковский', 'с/с']","['52.420388,', '31.091881']",71 610 р.,,,['Есть'],,['Частная'],,1.0,,,1.0,,"['СТ', 'Ипуть']",,,1.0,['Есть'],,"['Отделка', 'деревом']",,,,,,,,,,
0,3072715,['Дача'],"['6', 'соток']","['120', 'м²']",,['1'],,,"['Блок', 'газосиликатный']",['Металло-черепица'],,,['Рядом'],['Рядом'],,['Обмен'],"['3304/1', 'от', '11.11.2022']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Сады-92']",,,"['52.050121,', '23.858681']",64 775 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3218676,['Дача'],"['4.1', 'сотки']","['57.3', 'м²']","['40', 'м²']",['2'],['2005'],['100'],['Кирпичный'],['Шифер'],['Печное'],['Нет'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['1685/1', 'от', '27.12.2023']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Лысая', 'гора']",,"['Ждановичский', 'с/с']","['53.964358,', '27.263833']",48 825 р.,"['10', 'м²']",,,,['Частная'],,1.0,,1.0,,,,"['8.6', 'м']","['6', 'м']",,['Есть'],"['Молодечненское,', '14', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",,1.0,,,,,,,,
0,3294767,['Дача'],"['8.27', 'соток']",,,,,,,,,,,['Сезонная'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Минский', 'район']","['с/т', 'Ивушка']",,"['Папернянский', 'с/с']","['54.035833,', '27.616353']",65 100 р.,,['Рядом'],,,['Частная'],1.0,,,,,1.0,,,,,,"['Мядельское,', '9', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3082939,['Дача'],"['5', 'соток']","['24.6', 'м²']","['24.6', 'м²']",,['1990'],['100'],['Блочный'],['Шифер'],['Печное'],['Нет'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']",,"['Могилевская', 'область']","['Шкловский', 'район']","['с/т', 'Силикатчик']",,"['Каменно-Лавский', 'с/с']","['54.043989,', '30.374074']",12 987 р.,"['9', 'м²']",['Рядом'],,,['Частная'],,1.0,,1.0,1.0,,,,,,['Есть'],,,,,,,,,,,,
0,3283317,['Дача'],"['9.74', 'соток']","['38.6', 'м²']",,,['2001'],,['Блочный'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']",['02240/63'],"['Гродненская', 'область']","['Гродненский', 'район']","['с/т', 'Криничка']",,"['Подлабенский', 'с/с']","['53.731188,', '23.720851']",32 550 р.,,,,,"['Пожизненноe', 'наследуемое', 'владение']",,,['Да'],,,,,,,,,,,,,,,,,,,,
0,2906187,['Дача'],"['6.4', 'соток']","['61.6', 'м²']","['40', 'м²']",['1'],['1995'],,"['Каркасный', 'деревянный']",['Шифер'],['Печное'],['Местная'],,['Холодная'],,"['Чистая', 'продажа']","['214/1', 'от', '01.11.2022']","['Минская', 'область']","['Воложинский', 'район']","['с/т', 'Пралески']",,"['Раковский', 'с/с']","['54.068266,', '27.119887']",30 272 р.,,['Есть'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3298271,['Дача'],"['10.59', 'соток']","['65.7', 'м²']",,['2'],['1998'],['100'],"['Дерево,', 'обложено', 'кирпичом']",['Шифер'],,,['220В'],['Холодная'],,"['Чистая', 'продажа']","['183/13', 'от', '03.04.2024']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Голубой', 'факел']",,,"['53.9297,', '27.8488']",74 865 р.,,['Нет'],,,['Частная'],,,,,,,,,,,,"['Московское,', '15', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3286202,['Дача'],"['5', 'соток']","['67', 'м²']","['48', 'м²']",['2'],['1996'],['100'],['Сруб'],['Шифер'],['Печное'],['Нет'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['1637/1', 'от', '19.03.2024']","['Минская', 'область']","['Пуховичский', 'район']","['с/т', 'Станкостроитель']",,"['Узлянский', 'с/с']","['53.625607,', '27.773519']",68 355 р.,"['10.5', 'м²']",,,,['Частная'],,1.0,,1.0,,,,"['8', 'м']","['6', 'м']",1.0,,"['Пуховичское,', '35.5', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3296339,['Дача'],"['12.27', 'соток']","['41.7', 'м²']","['30', 'м²']",['1'],['1996'],['100'],['Кирпичный'],['Шифер'],['Печное'],['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['45/5', 'от', '01.04.2024']","['Гомельская', 'область']","['Добрушский', 'район']","['с/т', 'Дружба', 'Дистанции', 'гражданских', 'сооружений']",['19'],"['Жгунский', 'с/с']","['52.371095,', '31.208613']",22 785 р.,"['13', 'м²']",,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
0,3286024,['Дача'],"['7.41', 'соток']","['125.1', 'м²']",,['1'],['2023'],,"['Блок', 'газосиликатный']",['Металло-черепица'],,,,['Рядом'],,"['Чистая', 'продажа']","['552/1', 'от', '19.03.2024']","['Брестская', 'область']","['Брестский', 'район']","['г.', 'Брест']",,,"['52.04509,', '23.736528']",172 515 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,"['Московский', 'район']",,,,,,,
0,3034169,['Дача'],"['12', 'соток']","['87', 'м²']","['52', 'м²']",['2'],,['70'],"['Блок', 'газосиликатный']",['Рубероид'],,,['Есть'],['Колодец'],,"['Чистая', 'продажа']","['505/7', 'от', '10.05.2023']","['Минская', 'область']","['Пуховичский', 'район']","['д.', 'Талька']",,"['Тальковский', 'с/с']","['53.381428,', '28.331969']",16 275 р.,"['16', 'м²']",['Есть'],,,['Частная'],,1.0,['Да'],1.0,1.0,,,,,,,,,,,,,,,,,,
0,3087038,['Дача'],"['16', 'соток']","['61', 'м²']",,['1'],['2000'],,['Блочный'],['Шифер'],['Печное'],,['220В'],['Колодец'],,"['Чистая', 'продажа']","['630069', 'от', '12.03.2024']","['Гродненская', 'область']","['Гродненский', 'район']","['Коптёвский', 'с/с']",['81'],,"['53.576454,', '23.760035']",81 375 р.,"['8', 'м²']",,,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,2275434,['Дача'],"['4.82', 'соток']","['28.9', 'м²']",,['1'],['1985'],,['Сборно-щитовой'],['Жесть'],,,['Рядом'],,,"['Чистая', 'продажа']","['272/1', 'от', '03.02.2021']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Автомобилист-80']",,,"['52.061854,', '23.786626']",28 970 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3287669,['Дача'],"['10', 'соток']","['36', 'м²']","['24', 'м²']",,['2015'],['100'],,,,,['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Брестская', 'область']","['Пинский', 'район']","['д.', 'Бердуны']",,"['Оховский', 'с/с']","['52.189045,', '26.023272']",35 805 р.,,,,,['Другое'],1.0,1.0,,,,1.0,,,,,,,['Евроотделка'],,,,1.0,,,,,,
0,3276019,['Дача'],"['5', 'соток']",,,,,,['Кирпичный'],['Черепица'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,,,"['Гродненская', 'область']","['Гродненский', 'район']","['с/т', 'Сосновая', 'балка-1']",,"['Коптёвский', 'с/с']","['53.567341,', '23.783562']",52 080 р.,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,
0,3102456,['Дача'],"['15', 'соток']",,,,,,,,,,,,,,['.'],"['Брестская', 'область']","['Ляховичский', 'район']","['аг.', 'Коньки']",,"['Коньковский', 'с/с']","['53.057898,', '26.19102']",55 335 р.,,,,,['Другое'],,,,,,,,,,,,,,,,,,,,,,,
0,3083646,['Дача'],"['6.6', 'соток']","['17', 'м²']",,['1'],['2018'],,['Сборно-щитовой'],['Шифер'],,,['Есть'],,,"['Чистая', 'продажа']","['2091/1', 'от', '07.07.2023']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Ландыш-Мухавецкий']",,,"['52.050121,', '23.858681']",43 943 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3038714,['Дача'],"['20', 'соток']","['120', 'м²']","['95', 'м²']",['2'],['1999'],['100'],['Кирпичный'],['Металло-черепица'],['Печное'],['Местная'],,['Скважина'],['Есть'],"['Чистая', 'продажа']",,"['Витебская', 'область']","['Ушачский', 'район']","['д.', 'Солонец', '1']",['15'],"['Ушачский', 'с/с']","['55.2699,', '28.53613']",71 610 р.,"['15', 'м²']",,['Есть'],['Есть'],['Частная'],1.0,1.0,['Да'],1.0,1.0,1.0,"['Озерная', 'ул.']",,,1.0,['Есть'],,"['Отделка', 'деревом']",['Да'],,,1.0,,,,,,
0,856262,['Дача'],"['11', 'соток']","['103', 'м²']",,['2'],['1999'],['100'],,,,,['Есть'],,,,"['28/2', 'от', '27.03.2023']","['Минская', 'область']","['Молодечненский', 'район']","['аг.', 'Олехновичи']",,"['Олехновичский', 'с/с']","['54.152113,', '27.108308']",71 610 р.,,,,,,,,,,,,,,,,,"['Молодечненское,', '31.6', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,2976512,['Дача'],"['11.78', 'соток']","['95', 'м²']","['35', 'м²']",['3'],['1995'],['100'],"['Белый', 'кирпич']",['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Скважина'],['Есть'],"['Чистая', 'продажа']","['51/1', 'от', '24.01.2023']","['Минская', 'область']","['Узденский', 'район']","['с/т', 'Верас-Калибр']",,"['Дещенский', 'с/с']","['53.502315,', '27.490172']",44 919 р.,"['9', 'м²']",,,,['Частная'],,,['Да'],1.0,,1.0,,,,,,"['Слуцкое,', '40', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",,,,,,,,,,
0,3286642,['Дача'],"['9.9', 'соток']","['41.5', 'м²']",,['1'],['2010'],,['Блочный'],,['Печное'],,,,,,"['167/6', 'от', '19.03.2024']","['Гродненская', 'область']","['Гродненский', 'район']","['с/т', 'Азот-Кулевцы']",,"['Одельский', 'с/с']","['53.58868,', '23.671317']",80 073 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3282418,['Дача'],"['5.22', 'соток']","['36.3', 'м²']",,['2'],['1988'],,"['Блок', 'газосиликатный']",['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Смолевичский', 'район']","['Жодинский', 'с/с']",['20'],"['Жодинский', 'с/с']","['54.121577,', '28.26434']",39 060 р.,,['Нет'],,,['Частная'],1.0,1.0,['Да'],1.0,,1.0,"['Цветовод', '2008']",,,1.0,['Есть'],,,,,,,,,,,,
0,3199300,['Дача'],"['4.61', 'соток']","['80', 'м²']",,['1'],,,['Кирпичный'],['Шифер'],['Печное'],['Местная'],['Есть'],['Скважина'],,['Обмен'],"['3646/1', 'от', '24.11.2023']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Березовая', 'роща', 'управления', 'культуры', 'Брестского', 'обли']",,,"['52.042633,', '23.760319']",125 318 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3031895,['Дача'],"['10', 'соток']",,,['1'],,,"['Красный', 'кирпич']",,,"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['208/1', '(2023)', 'от', '20.04.2023']","['Минская', 'область']","['Молодечненский', 'район']","['с/т', 'ВЯНОК']",,"['Радошковичский', 'с/с']","['54.096773,', '27.16236']",21 483 р.,,,['Есть'],,['Частная'],,1.0,['Да'],,,,,,,,,"['Молодечненское,', '31', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,2790035,['Дача'],"['4', 'сотки']","['20', 'м²']","['15', 'м²']",['1'],['1988'],,['Дерево'],,['Нет'],['Нет'],['Нет'],['Колодец'],,"['Чистая', 'продажа']",['6348'],"['Брестская', 'область']","['Брестский', 'район']","['Мухавецкий', 'с/с']",,"['Мухавецкий', 'с/с']","['52.074134,', '23.793632']",25 064 р.,"['5', 'м²']",['Рядом'],,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,3284563,['Дача'],"['4.2', 'сотки']","['47.1', 'м²']","['36', 'м²']",['1'],['1990'],,['Кирпичный'],,,,,,,"['Чистая', 'продажа']","['35/8', 'от', '18.03.2024']","['Брестская', 'область']","['Пинский', 'район']","['с/т', 'Урожай']",,"['Плещицкий', 'с/с']","['52.034289,', '26.159498']",34 178 р.,"['6.3', 'м²']",,,,"['Пожизненноe', 'наследуемое', 'владение']",,,,,,,,,,,,,,,,,,,,,,,
0,3289799,['Дача'],"['5.68', 'соток']",,,,['1998'],,,,,,,,,,,"['Минская', 'область']","['Минский', 'район']","['с/т', 'Коммунар']",['28'],"['Юзуфовский', 'с/с']","['54.159648,', '27.524335']",35 112 р.,,,,,,,,,,,,,,,,,"['Мядельское,', '26', 'км', 'от', 'МКАД']",,,,,,,,,,,['Да']
0,3017094,['Дача'],"['5', 'соток']","['41.8', 'м²']",,['1'],,,['Дерево'],,['Печное'],,['Есть'],,,,['14.04.2023'],"['Гродненская', 'область']","['Гродненский', 'район']","['с/т', 'Энтузиасты']",,"['Коптёвский', 'с/с']","['53.566022,', '23.792518']",24 413 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3141407,['Дача'],"['8.7', 'соток']","['131', 'м²']","['34.5', 'м²']",['2'],['2009'],,['Кирпичный'],['Металло-черепица'],"['На', 'газу']",['Есть'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['347/9', 'от', '11.09.2023']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Южное-2']",,"['Знаменский', 'с/с']",,289 370 р.,"['11.7', 'м²']",['Есть'],,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,2544113,['Дача'],"['8.14', 'соток']","['55', 'м²']","['32.9', 'м²']",['1'],['2020'],,"['Блок', 'газосиликатный']",['Шифер'],,['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['3413/1', 'от', '03.11.2021']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Кристалл-100']",,,"['52.042633,', '23.760319']",136 710 р.,"['5', 'м²']",['Есть'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3290220,['Дача'],"['7', 'соток']","['100', 'м²']",,['1'],['2024'],,"['Блок', 'газосиликатный']",['Металло-черепица'],,['Местная'],['Есть'],['Сезонная'],,['Обмен'],"['596/1', 'от', '21.03.2024']","['Брестская', 'область']","['Брестский', 'район']","['д.', 'Пески']",,,"['52.17496,', '23.59343']",139 640 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3113701,['Дача'],"['4.5', 'соток']","['62.2', 'м²']","['29.4', 'м²']",['1'],,['100'],['Дерево'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['217/5', 'от', '15.08.2023']","['Минская', 'область']","['Пуховичский', 'район']","['с/т', 'ОГОНЕК']",,"['Пережирский', 'с/с']","['53.622553,', '27.800361']",25 715 р.,,,,,"['Пожизненноe', 'наследуемое', 'владение']",1.0,1.0,['Да'],1.0,,1.0,,,,1.0,,"['Пуховичское,', '35', 'км', 'от', 'МКАД']",,['Да'],,,,,,,,,
0,2275030,['Дача'],"['6.05', 'соток']","['30', 'м²']",,['1'],,,['Кирпичный'],['Шифер'],['Печное'],,['Есть'],['Скважина'],,"['Чистая', 'продажа']","['583/1', 'от', '14.03.2017']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Привольное-Брест']",,,"['52.050121,', '23.858681']",23 762 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3120244,['Дача'],"['10.41', 'соток']","['31.6', 'м²']","['20.3', 'м²']",['2'],['1996'],,"['Дерево,', 'обложено', 'кирпичом']",['Шифер'],['Печное'],['Местная'],['Есть'],['Горячая'],,"['Чистая', 'продажа']","['151/1', 'от', '12.08.2023']","['Витебская', 'область']","['Витебский', 'район']","['г.', 'Витебск']",['35'],,"['55.218292,', '30.187104']",86 258 р.,"['11.2', 'м²']",['Есть'],,,"['Пожизненноe', 'наследуемое', 'владение']",1.0,,,,,,"['Верхняя', '2-я', 'ул.']",,,,,,,,,"['Октябрьский', 'район']",,['Улановичи'],,,,,
0,3035036,['Дача'],"['4.8', 'соток']","['35.75', 'м²']",,['2'],['1985'],,"['Красный', 'кирпич']",['Шифер'],['Печное'],,['220В'],['Колодец'],['Есть'],"['Чистая', 'продажа']",,"['Минская', 'область']","['Дзержинский', 'район']","['Дзержинский', 'с/с']",,"['Дзержинский', 'с/с']","['53.617862,', '27.020069']",42 315 р.,,,,,['Частная'],,,,1.0,,1.0,,"['5.5', 'м']","['6.5', 'м']",1.0,,,"['Отделка', 'деревом']",['Да'],1.0,,,,,,,,
0,3123600,['Дача'],"['6', 'соток']",,,,,,,,,,['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Гомельская', 'область']","['Мозырский', 'район']","['д.', 'Мерабель']",,,"['52.09304,', '29.129068']",23 436 р.,,,,,['Частная'],,1.0,,1.0,1.0,1.0,"['Зеленая', 'ул.']",,,,,,,,,,1.0,,,,,,
0,3277404,['Дача'],"['5.87', 'соток']","['61.6', 'м²']","['40', 'м²']",['2'],['1993'],,['Сруб'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['559/3', 'от', '05.03.2024']","['Минская', 'область']","['Логойский', 'район']","['с/т', 'ЧАРОВНИЦА']",,,"['54.219142,', '27.576123']",48 500 р.,"['10.9', 'м²']",['Нет'],['Есть'],,['Частная'],,1.0,,1.0,,1.0,,,,,['Есть'],"['Мядельское,', '31', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",['Да'],,,,,,,,1.0,
0,3065659,['Дача'],"['15', 'соток']",,,['2'],,['100'],['Кирпичный'],,,,['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Гомельская', 'область']","['Ветковский', 'район']","['Радужский', 'с/с']",,"['Радужский', 'с/с']","['52.592149,', '31.265226']",21 158 р.,,,,,['Частная'],1.0,,['Да'],1.0,1.0,,,,,,,,,,,,,,,,,,
0,3164084,['Дача'],"['5.72', 'соток']","['32.2', 'м²']",,['1'],['1994'],,"['Каркасный', 'деревянный']",,['Печное'],"['С/у', 'на', 'улице']",['Есть'],,,"['Чистая', 'продажа']","['492/1', 'от', '11.10.2023']","['Гомельская', 'область']","['Гомельский', 'район']","['д.', 'Долголесье']",,,"['52.270903,', '30.72865']",45 570 р.,,['Нет'],,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,2275451,['Дача'],"['9.12', 'соток']","['125.81', 'м²']","['84.51', 'м²']",['1'],['2020'],,"['Блок', 'газосиликатный']",['Металло-черепица'],,['Местная'],['Есть'],['Скважина'],,['Обмен'],"['439/1', 'от', '17.02.2021']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Источник']",,,"['52.166551,', '23.714071']",102 533 р.,"['19.66', 'м²']",['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3073050,['Дача'],"['9.76', 'соток']","['74.3', 'м²']","['52.3', 'м²']",['2'],['2008'],['100'],['Сруб'],['Металло-черепица'],['Печное'],['Местная'],['Есть'],"['Рядом', 'водопровод']",,,"['51/1', 'от', '05.01.2024']","['Минская', 'область']","['Логойский', 'район']","['с/т', 'ЯГОДКА-2002']",,"['Гайненский', 'с/с']","['54.163762,', '27.799993']",227 850 р.,"['10.9', 'м²']",,,,['Частная'],,,,,,1.0,,"['9.7', 'м']","['5.8', 'м']",,,"['Логойское,', '29', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3288885,['Дача'],"['10', 'соток']","['27', 'м²']",,['2'],['2002'],['90'],"['Блок', 'газосиликатный']",['Шифер'],['Нет'],['Нет'],['Нет'],['Скважина'],,"['Чистая', 'продажа']",,"['Могилевская', 'область']","['Осиповичский', 'район']","['с/т', 'Верейцы']",['146'],"['Протасевичский', 'с/с']","['53.337058,', '28.55543']",11 393 р.,,['Нет'],,,['Частная'],1.0,,['Да'],1.0,,1.0,,,,,,,,,,,,,,,,,
0,2762581,['Дача'],"['10', 'соток']","['83.9', 'м²']",,['1'],,,"['Блок', 'газосиликатный']",['Шифер'],['Печное'],,['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['1385/1', 'от', '14.05.2022']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Транспортник-91']",,,"['52.163793,', '23.905259']",47 198 р.,,['Есть'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3090441,['Дача'],"['10.42', 'соток']","['94.9', 'м²']",,['1'],,,"['Блок', 'газосиликатный']",['Металло-черепица'],"['На', 'газу']",['Местная'],['Есть'],"['Центральный', 'водопровод']",,,"['179/1', 'от', '17.07.2023']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Водолей-2010']",,"['Папернянский', 'с/с']","['54.07655,', '27.590936']",680 295 р.,,,,,"['Пожизненноe', 'наследуемое', 'владение']",,,['Да'],,,,,,,,,"['Мядельское,', '15', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,2972408,['Дача'],"['7', 'соток']","['64.8', 'м²']","['52.3', 'м²']",['2'],['1981'],,['Кирпичный'],['Шифер'],['Печное'],,['380В'],['Колодец'],,"['Чистая', 'продажа']","['630019', 'от', '30.05.2023']","['Гродненская', 'область']","['Гродненский', 'район']","['Гожский', 'с/с']",['5'],,"['53.856273,', '23.847872']",56 963 р.,"['10.3', 'м²']",,,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,3111687,['Дача'],"['15', 'соток']","['68.1', 'м²']","['40.3', 'м²']",,,,['Кирпичный'],,['Печное'],,['Есть'],,,"['Чистая', 'продажа']",,"['Могилевская', 'область']","['Могилевский', 'район']","['д.', 'Новоселки']",['33'],"['Вейнянский', 'с/с']","['53.803514,', '30.375726']",48 825 р.,,,,,['Частная'],,,['Да'],,,,"['Озерная', 'ул.']",,,,,,,,,,,,,,,,
0,2997790,['Дача'],"['8', 'соток']","['64', 'м²']","['30', 'м²']",['1'],['2023'],,['Кирпичный'],['Металло-черепица'],['Печное'],['Есть'],,['Скважина'],,"['Чистая', 'продажа']","['206/6', 'от', '23.03.2023']","['Гродненская', 'область']","['Гродненский', 'район']","['с/т', 'Надежда-2']",,,"['53.816585,', '23.879026']",55 335 р.,"['11.9', 'м²']",,,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,3290219,['Дача'],"['7', 'соток']","['100', 'м²']",,['1'],['2024'],,"['Блок', 'газосиликатный']",['Металло-черепица'],,['Местная'],['Есть'],['Сезонная'],,['Обмен'],"['596/1', 'от', '21.03.2024']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Ландыш']",,,"['52.17496,', '23.59343']",139 640 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3127299,['Дача'],"['9', 'соток']","['60.2', 'м²']",,['1'],['2021'],['100'],['Дерево'],['Металло-черепица'],['Нет'],['Местная'],['Есть'],"['Центральный', 'водопровод']",,"['Чистая', 'продажа']","['270/1', 'от', '10.08.2023']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Мацки']",,"['Юзуфовский', 'с/с']","['54.141814,', '27.527767']",179 025 р.,,,,,['Частная'],1.0,,['Да'],1.0,1.0,1.0,,"['7.66', 'м']","['10.06', 'м']",,['Есть'],"['Мядельское,', '22', 'км', 'от', 'МКАД']",['Евроотделка'],,,,,,['Да'],,,,
0,3169589,['Дача'],"['4.9', 'соток']","['34.1', 'м²']",,['1'],['2010'],,['Кирпичный'],['Шифер'],['Печное'],['Нет'],['220В'],['Сезонная'],,"['Чистая', 'продажа']","['1006/7', 'от', '11.10.2023']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Союз']",,"['Петришковский', 'с/с']","['54.019143,', '27.211498']",45 570 р.,,,,,['Частная'],,,['Да'],1.0,1.0,,,,,,,"['Молодечненское,', '20', 'км', 'от', 'МКАД']",,,,,,,,,,,
